"territory","num_economactivepopulation_all","employed_num_all","unemployed_num_all","eactivity_lvl","employment_lvl","unemployment_lvl","dis_unagegroup_to20","dis_unagegroup_20-29","dis_unagegroup_30-39","dis_unagegroup_40-49","dis_unagegroup_50-59","dis_unagegroup_60older","dis_emagegroup_to20","dis_emagegroup_20-29","dis_emagegroup_30-39","dis_emagegroup_40-49","dis_emagegroup_50-59","dis_emagegroup_60older","num_unagegroup_to20","num_unagegroup_20-29","num_unagegroup_30-39","num_unagegroup_40-49","num_unagegroup_50-59","num_unagegroup_60older","num_emagegroup_to20","num_emagegroup_20-29","num_emagegroup_30-39","num_emagegroup_40-49","num_emagegroup_50-59","num_emagegroup_60older","year"
"Ленинградская область","912.0","846.3","65.7","69.7","64.6","7.2","5.6","31.6","23.9","17.0","18.5","3.3","0.9","22.9","22.3","26.0","23.1","4.8","3.7","20.8","15.7","11.2","12.2","2.2","7.6","193.8","188.7","220.0","195.5","40.6",2009
"Мурманская область","522.0","482.2","39.7","75.0","69.3","7.6","14.7","36.0","15.0","14.9","16.8","2.6","2.2","24.8","25.7","24.9","19.0","3.5","5.8","14.3","6.0","5.9","6.7","1.0","10.6","119.6","123.9","120.1","91.6","16.9",2009
"Новгородская область","344.4","322.5","22.0","68.3","63.9","6.4","4.8","32.8","21.0","23.9","16.5","0.9","1.8","23.4","22.9","25.0","22.3","4.6","1.1","7.2","4.6","5.3","3.6","0.2","5.8","75.5","73.9","80.6","71.9","14.8",2009
"Псковская область","363.3","323.3","40.0","66.6","59.3","11.0","2.7","31.4","19.4","28.6","15.2","2.7","1.3","23.3","22.6","25.7","22.9","4.3","1.1","12.6","7.8","11.4","6.1","1.1","4.2","75.3","73.1","83.1","74.0","13.9",2009
"г. Санкт-Петербург","2717.8","2606.7","111.1","74.0","70.9","4.1","4.4","41.2","17.8","13.5","17.2","5.9","0.8","22.7","23.3","24.8","21.8","6.6","4.9","45.8","19.8","15.0","19.1","6.6","20.9","591.7","607.4","646.5","568.3","172.0",2009
"Южный федеральный округ","11435.0","10105.2","1329.9","65.1","57.5","11.6","6.4","39.6","21.4","20.1","10.9","1.6","1.7","24.2","24.4","26.2","19.3","4.2","85.1","526.6","284.6","267.3","145.0","21.3","171.8","2445.5","2465.7","2647.6","1950.3","424.4",2009
"Республика Адыгея","203.0","187.1","15.9","59.3","54.7","7.9","2.0","30.7","28.7","23.2","14.5","0.9","0.8","24.7","24.4","26.7","20.1","3.2","0.3","4.9","4.6","3.7","2.3","0.1","1.5","46.2","45.7","50.0","37.6","6.0",2009
"Республика Дагестан","1272.1","1104.1","168.0","65.3","56.6","13.2","7.0","48.8","17.3","17.8","8.3","0.7","3.5","27.8","26.0","26.3","13.1","3.3","11.8","82.0","29.1","29.9","13.9","1.2","38.6","306.9","287.1","290.4","144.6","36.4",2009
"Республика Ингушетия","227.8","107.2","120.6","64.3","30.2","52.9","6.4","49.2","24.7","13.7","5.6","0.4","4.1","16.1","27.1","32.3","18.6","1.8","7.7","59.3","29.8","16.5","6.8","0.5","4.4","17.3","29.1","34.6","19.9","1.9",2009
"Кабардино-Балкарская Республика","412.0","352.5","59.5","59.5","50.9","14.4","1.1","37.2","29.0","20.6","11.6","0.5","1.7","23.0","25.8","27.1","16.8","5.5","0.7","22.1","17.3","12.3","6.9","0.3","6.0","81.1","90.9","95.5","59.2","19.4",2009
"Республика Калмыкия","146.2","121.9","24.3","67.3","56.1","16.6","5.6","28.8","22.2","26.6","16.2","0.5","1.9","24.6","21.8","30.1","19.2","2.4","1.4","7.0","5.4","6.5","3.9","0.1","2.3","30.0","26.6","36.7","23.4","2.9",2009
"Карачаево-Черкесская Республика","214.4","188.3","26.1","66.2","58.1","12.2","4.5","33.5","21.8","27.5","11.0","1.7","2.4","22.4","24.5","26.7","18.7","5.2","1.2","8.7","5.7","7.2","2.9","0.4","4.5","42.2","46.1","50.3","35.2","9.8",2009
"Республика Северная Осетия - Алания","365.3","326.5","38.9","68.5","61.2","10.6","1.7","28.4","25.5","24.7","12.2","7.5","1.4","21.8","23.6","25.3","19.0","8.9","0.7","11.0","9.9","9.6","4.7","2.9","4.6","71.2","77.1","82.6","62.0","29.1",2009
"Чеченская Республика","549.1","357.0","192.1","67.6","43.9","35.0","9.1","41.7","21.1","20.2","7.9","0.0","2.2","28.7","24.0","26.7","17.4","1.0","17.5","80.1","40.5","38.8","15.2","0.0","7.9","102.5","85.7","95.3","62.1","3.6",2009
"Краснодарский край","2627.9","2438.3","189.6","65.4","60.6","7.2","7.1","38.5","19.2","20.1","11.8","3.2","1.1","22.8","24.6","26.1","21.0","4.4","13.5","73.0","36.4","38.1","22.4","6.1","26.8","555.9","599.8","636.4","512.0","107.3",2009
"Ставропольский край","1346.5","1229.1","117.4","63.5","57.9","8.7","2.9","39.7","23.0","20.6","12.8","0.9","1.4","24.1","24.6","26.1","20.3","3.5","3.4","46.6","27.0","24.2","15.0","1.1","17.2","296.2","302.4","320.8","249.5","43.0",2009
"Астраханская область","528.8","475.8","52.9","67.8","61.0","10.0","9.3","34.5","20.5","21.2","12.8","1.6","2.6","25.1","23.2","25.5","20.1","3.4","4.9","18.3","10.8","11.2","6.8","0.8","12.4","119.4","110.4","121.3","95.6","16.2",2009
"Волгоградская область","1342.6","1202.9","139.7","65.5","58.6","10.4","6.7","33.2","19.9","24.6","14.4","1.2","1.6","23.5","24.4","25.9","20.2","4.4","9.4","46.4","27.8","34.4","20.1","1.7","19.2","282.7","293.5","311.6","243.0","52.9",2009
"Ростовская область","2199.1","2014.3","184.8","65.3","59.8","8.4","7.1","36.0","21.7","18.8","13.2","3.1","1.5","24.6","23.5","25.9","20.0","4.5","13.1","66.5","40.1","34.7","24.4","5.7","30.2","495.5","473.4","521.7","402.9","90.6",2009
"Приволжский федеральный округ","16035.5","14650.7","1384.8","67.6","61.8","8.6","5.9","34.2","20.7","20.9","16.9","1.5","1.6","23.3","24.0","27.1","20.4","3.5","81.7","473.6","286.7","289.4","234.0","20.8","234.4","3413.6","3516.2","3970.3","2988.7","512.8",2009
"Республика Башкортостан","2067.3","1875.9","191.5","66.3","60.2","9.3","5.3","37.2","23.7","22.5","11.3","0.0","1.9","23.7","23.0","29.4","19.2","2.6","10.1","71.2","45.4","43.1","21.6","0.0","35.6","444.6","431.5","551.5","360.2","48.8",2009
"Республика Марий Эл","366.2","323.7","42.5","66.4","58.7","11.6","4.6","30.6","21.2","21.4","17.4","4.8","1.7","22.8","22.9","28.6","21.2","2.9","2.0","13.0","9.0","9.1","7.4","2.0","5.5","73.8","74.1","92.6","68.6","9.4",2009
"Республика Мордовия","464.1","439.0","25.2","70.0","66.2","5.4","2.3","33.3","17.7","27.6","15.7","3.3","1.6","18.8","23.2","27.7","21.6","7.1","0.6","8.4","4.5","7.0","4.0","0.8","7.0","82.5","101.8","121.6","94.8","31.2",2009
"Республика Татарстан","1995.7","1826.7","169.0","68.1","62.3","8.5","9.3","31.3","20.6","20.8","17.0","1.1","1.8","24.3","24.2","27.8","19.5","2.5","15.7","52.9","34.8","35.2","28.7","1.9","32.9","443.9","442.1","507.8","356.2","45.7",2009
"Удмуртская Республика","851.6","777.5","74.1","71.2","65.0","8.7","8.3","35.1","14.7","20.2","21.5","0.2","2.2","25.1","24.6","26.1","19.4","2.6","6.2","26.0","10.9","15.0","15.9","0.1","17.1","195.2","191.3","202.9","150.8","20.2",2009
"Чувашская Республика","687.6","608.4","79.2","68.8","60.9","11.5","5.8","32.0","24.7","22.5","14.2","0.8","2.0","23.2","24.3","27.5","19.4","3.6","4.6","25.3","19.6","17.8","11.2","0.6","12.2","141.1","147.8","167.3","118.0","21.9",2009
"Кировская область","768.0","684.0","84.0","69.6","62.0","10.9","6.0","31.3","18.7","20.9","20.8","2.3","2.0","24.5","23.0","26.2","21.4","2.9","5.0","26.3","15.7","17.6","17.5","1.9","13.7","167.6","157.3","179.2","146.4","19.8",2009
"Нижегородская область","1823.8","1688.2","135.6","69.3","64.2","7.4","6.9","38.5","16.9","18.1","17.2","2.4","1.7","23.1","24.2","25.7","21.0","4.3","9.4","52.2","22.9","24.5","23.3","3.3","28.7","390.0","408.5","433.9","354.5","72.6",2009
"Оренбургская область","1098.5","1002.1","96.4","66.3","60.5","8.8","5.8","35.4","24.6","22.8","11.0","0.4","1.5","25.2","23.3","27.7","19.3","3.0","5.6","34.1","23.7","22.0","10.6","0.4","15.0","252.5","233.5","277.6","193.4","30.1",2009
"Пензенская область","688.8","634.3","54.5","62.7","57.7","7.9","1.8","34.6","21.2","24.6","16.8","0.9","0.9","20.3","23.9","26.7","23.4","4.7","1.0","18.9","11.6","13.4","9.2","0.5","5.7","128.8","151.6","169.4","148.4","29.8",2009
"Пермский край","1448.8","1302.5","146.3","68.4","61.5","10.1","7.6","34.4","20.2","18.3","16.8","2.6","1.7","23.5","25.1","25.2","20.9","3.5","11.1","50.3","29.6","26.8","24.6","3.8","22.1","306.1","326.9","328.2","272.2","45.6",2009
"Самарская область","1743.6","1636.9","106.7","68.8","64.5","6.1","4.8","37.1","20.7","14.6","19.3","3.5","1.2","21.8","25.2","25.9","21.6","4.4","5.1","39.6","22.1","15.6","20.6","3.7","19.6","356.8","412.5","424.0","353.6","72.0",2009
"Саратовская область","1351.2","1232.3","118.9","65.8","60.0","8.8","2.6","29.0","19.8","23.2","24.4","1.0","1.3","23.9","24.0","27.2","19.9","3.6","3.1","34.5","23.5","27.6","29.0","1.2","16.0","294.5","295.8","335.2","245.2","44.4",2009
"Ульяновская область","680.2","619.1","61.1","65.1","59.3","9.0","3.5","34.0","21.8","24.1","15.8","0.9","1.2","22.1","23.8","29.1","21.2","2.6","2.1","20.8","13.3","14.7","9.7","0.5","7.4","136.8","147.3","180.2","131.2","16.1",2009
"Уральский федеральный округ","6635.2","6095.3","539.8","68.6","63.1","8.1","6.9","37.1","19.6","19.2","14.9","2.3","1.3","24.5","25.3","25.8","19.9","3.2","37.2","200.3","105.8","103.6","80.4","12.4","79.2","1493.3","1542.1","1572.6","1213.0","195.0",2009
"Курганская область","453.1","393.0","60.1","60.9","52.8","13.3","3.5","36.2","22.1","18.7","18.0","1.6","0.9","24.3","23.3","28.1","20.7","2.7","2.1","21.8","13.3","11.2","10.8","1.0","3.5","95.5","91.6","110.4","81.4","10.6",2009
"Свердловская область","2383.5","2185.4","198.1","68.7","63.0","8.3","8.2","34.3","21.3","16.2","16.5","3.6","1.3","25.2","25.0","24.4","19.9","4.3","16.2","67.9","42.2","32.1","32.7","7.1","28.4","550.7","546.4","533.2","434.9","94.0",2009
"Тюменская область","1914.5","1783.5","131.0","71.1","66.2","6.8","7.5","41.6","17.6","21.6","11.3","0.4","1.4","23.6","26.4","28.4","18.7","1.5","9.8","54.5","23.1","28.3","14.8","0.5","25.0","420.9","470.8","506.5","333.5","26.8",2009
"Ханты-Мансийский автономный округ","906.4","844.5","61.9","74.7","69.6","6.8","12.4","40.9","14.6","23.0","8.8","0.3","1.6","22.4","27.0","29.1","18.6","1.4","7.7","25.3","9.0","14.2","5.4","0.2","13.5","189.2","228.0","245.7","157.1","11.8",2009
"Ямало-Ненецкий автономный округ","325.6","310.7","14.8","75.2","71.7","4.6","8.6","43.2","16.7","14.8","16.3","0.3","1.0","20.9","29.0","30.3","17.5","1.3","1.3","6.4","2.5","2.2","2.4","0.0","3.1","64.9","90.1","94.1","54.4","4.0",2009
"Челябинская область","1884.1","1733.5","150.7","68.3","62.8","8.0","6.0","37.1","18.3","21.3","14.7","2.5","1.3","24.6","25.0","24.5","20.8","3.8","9.0","55.9","27.6","32.1","22.2","3.8","22.5","426.4","433.4","424.7","360.6","65.9",2009
"Сибирский федеральный округ","10174.6","9104.7","1069.9","66.4","59.5","10.5","6.7","36.2","20.5","18.7","16.2","1.8","1.5","24.8","24.9","25.4","19.9","3.6","71.7","387.3","219.3","200.1","173.3","19.3","136.6","2258.0","2267.1","2312.6","1811.8","327.8",2009
"Республика Алтай","101.7","87.6","14.2","66.7","57.4","13.9","7.9","40.1","14.2","26.0","11.0","0.7","1.7","25.4","25.8","24.4","20.5","2.2","1.1","5.7","2.0","3.7","1.6","0.1","1.5","22.3","22.6","21.4","18.0","1.9",2009
"Республика Бурятия","456.5","392.3","64.2","62.2","53.4","14.1","8.0","36.1","16.9","18.8","17.5","2.8","2.3","25.1","26.0","24.0","18.9","3.6","5.1","23.2","10.8","12.1","11.2","1.8","9.0","98.5","102.0","94.2","74.1","14.1",2009
"Республика Тыва","129.5","101.6","27.9","58.0","45.5","21.5","6.5","38.7","25.7","18.3","9.4","1.4","2.0","26.4","29.7","26.9","11.9","3.1","1.8","10.8","7.2","5.1","2.6","0.4","2.0","26.8","30.2","27.3","12.1","3.1",2009
"Республика Хакасия","279.9","254.7","25.2","66.8","60.8","9.0","3.9","40.2","17.7","18.6","18.9","0.8","1.5","23.6","25.2","24.8","22.0","2.9","1.0","10.1","4.5","4.7","4.8","0.2","3.8","60.1","64.2","63.2","56.0","7.4",2009
"Алтайский край","1283.2","1125.5","157.7","65.3","57.3","12.3","3.1","35.3","21.0","21.4","18.3","0.9","0.8","22.9","25.2","26.2","21.7","3.1","4.9","55.7","33.1","33.7","28.9","1.4","9.0","257.7","283.6","294.9","244.2","34.9",2009
"Забайкальский край","548.7","482.0","66.7","64.2","56.4","12.2","4.2","36.8","25.7","17.4","14.1","1.8","1.9","26.1","25.0","24.2","20.2","2.6","2.8","24.5","17.1","11.6","9.4","1.2","9.2","125.8","120.5","116.6","97.4","12.5",2009
"Красноярский край","1580.4","1430.2","150.2","69.0","62.4","9.5","9.5","35.7","21.4","16.2","14.7","2.5","1.7","24.4","25.0","25.6","19.9","3.5","14.3","53.6","32.1","24.3","22.1","3.8","24.3","349.0","357.6","366.1","284.6","50.1",2009
"Иркутская область","1317.6","1175.3","142.3","67.5","60.2","10.8","10.5","34.0","18.5","17.9","15.8","3.3","2.2","25.4","25.3","24.2","18.8","4.1","14.9","48.4","26.3","25.5","22.5","4.7","25.9","298.5","297.4","284.4","221.0","48.2",2009
"Кемеровская область","1459.8","1317.8","142.0","65.9","59.5","9.7","5.9","37.8","20.3","17.6","16.3","2.2","1.3","25.0","24.7","26.0","19.8","3.2","8.4","53.7","28.8","25.0","23.1","3.1","17.1","329.5","325.5","342.6","260.9","42.2",2009
"Новосибирская область","1406.3","1265.0","141.3","67.4","60.7","10.0","6.6","34.0","20.1","20.2","18.7","0.5","1.2","24.6","24.2","25.3","20.8","4.0","9.3","48.0","28.4","28.5","26.4","0.7","15.2","311.2","306.1","320.0","263.1","50.6",2009
"Омская область","1061.7","971.4","90.4","66.8","61.1","8.5","6.3","37.5","22.2","18.3","14.0","1.7","1.6","24.7","23.8","26.6","19.7","3.7","5.7","33.9","20.1","16.5","12.7","1.5","15.5","239.9","231.2","258.4","191.4","35.9",2009
"Томская область","549.3","501.4","47.9","66.3","60.5","8.7","4.4","40.9","18.6","19.2","16.5","0.4","0.6","27.6","24.3","24.6","17.9","5.0","2.1","19.6","8.9","9.2","7.9","0.2","3.0","138.4","121.8","123.3","89.8","25.1",2009
"Дальневосточный федеральный округ","3555.9","3222.4","333.4","68.7","62.2","9.4","7.2","36.4","21.2","17.6","15.0","2.7","1.5","23.3","25.3","24.9","20.1","4.9","24.0","121.4","70.7","58.7","50.0","9.0","48.3","750.8","815.3","802.4","647.7","157.9",2009
"Республика Саха (Якутия)","500.7","457.1","43.6","69.4","63.4","8.7","12.6","38.9","19.3","18.6","9.7","0.9","1.8","22.8","24.8","27.6","19.6","3.4","5.5","17.0","8.4","8.1","4.2","0.4","8.2","104.2","113.4","126.2","89.6","15.5",2009
"Приморский край","1099.4","991.9","107.6","68.2","61.5","9.8","5.7","29.2","20.7","23.1","16.7","4.5","1.7","24.2","25.4","23.8","19.6","5.4","6.1","31.4","22.3","24.9","18.0","4.8","16.9","240.0","251.9","236.1","194.4","53.6",2009
"Хабаровский край","771.3","690.3","81.1","68.0","60.9","10.5","8.5","35.5","23.2","13.3","17.8","1.7","1.1","24.3","25.6","24.4","19.1","5.5","6.9","28.8","18.8","10.8","14.4","1.4","7.6","167.7","176.7","168.4","131.8","38.0",2009
"Амурская область","457.3","417.3","40.0","66.6","60.7","8.7","2.9","51.7","16.7","12.4","14.0","2.3","1.4","22.5","24.7","25.3","20.9","5.2","1.2","20.7","6.7","5.0","5.6","0.9","5.8","93.9","103.1","105.6","87.2","21.7",2009
"Камчатский край","206.0","190.0","15.9","72.6","67.0","7.7","5.2","41.8","18.3","21.9","10.8","2.0","0.7","23.1","26.5","24.8","19.3","5.7","0.8","6.6","2.9","3.5","1.7","0.3","1.3","43.9","50.4","47.1","36.7","10.8",2009
"Магаданская область","103.9","97.1","6.9","76.8","71.7","6.6","10.6","41.2","25.6","7.3","14.1","1.2","1.1","20.0","24.2","26.3","24.6","3.9","0.7","2.8","1.8","0.5","1.0","0.1","1.1","19.4","23.5","25.5","23.9","3.8",2009
"Сахалинская область","295.3","265.9","29.4","70.6","63.5","10.0","7.5","36.2","27.1","14.2","14.0","1.2","2.0","21.0","25.2","24.4","22.6","4.8","2.2","10.6","8.0","4.2","4.1","0.4","5.3","55.8","67.0","64.9","60.1","12.8",2009
"Еврейская автономная область","90.0","82.3","7.6","61.3","56.1","8.5","5.8","36.0","20.4","18.2","12.2","7.5","0.9","23.3","26.1","24.8","21.6","3.4","0.4","2.7","1.6","1.4","0.9","0.6","0.7","19.2","21.5","20.4","17.8","2.8",2009
"Чукотский автономный округ","31.9","30.5","1.4","80.9","77.3","4.4","4.2","32.6","20.5","27.9","12.0","2.7","1.7","21.8","24.1","25.7","22.3","4.4","0.1","0.5","0.3","0.4","0.2","0.0","0.5","6.6","7.4","7.8","6.8","1.3",2009
"Российская Федерация","75676.1","71545.4","4130.7","68.7","64.9","5.5","4.8","38.3","21.9","17.0","15.7","2.3","0.7","22.6","26.0","23.9","22.1","4.6","198.3","1582.1","904.6","702.2","648.5","95.0","500.8","16169.3","18601.8","17099.4","15811.5","3291.1",2012
"Центральный федеральный округ","21041.5","20382.6","658.9","70.0","67.8","3.1","3.8","40.2","19.6","16.6","17.2","2.5","0.4","20.9","26.1","24.4","23.1","4.9","25.0","264.9","129.1","109.4","113.3","16.5","81.5","4260.0","5319.9","4973.4","4708.4","998.7",2012
"Белгородская область","786.7","757.2","29.5","66.2","63.7","3.7","2.0","42.9","20.6","18.3","16.0","0.2","0.7","22.5","26.2","25.0","22.9","2.7","0.6","12.7","6.1","5.4","4.7","0.1","5.3","170.4","198.4","189.3","173.4","20.4",2012
"Брянская область","644.3","611.7","32.7","66.7","63.3","5.1","3.5","35.0","23.4","18.2","18.7","1.1","0.7","23.0","25.2","25.2","21.7","4.2","1.1","11.4","7.7","6.0","6.1","0.4","4.3","140.7","154.1","154.1","132.7","25.7",2012
"Владимирская область","776.3","742.3","34.1","70.3","67.2","4.4","3.9","31.2","21.0","23.7","18.7","1.5","0.7","23.1","24.7","23.1","22.7","5.8","1.3","10.6","7.2","8.1","6.4","0.5","5.2","171.5","183.3","171.5","168.5","43.1",2012
"Воронежская область","1164.4","1099.8","64.6","64.6","61.0","5.5","4.7","35.5","18.7","22.5","17.1","1.5","0.9","22.7","24.5","24.0","23.1","4.7","3.0","22.9","12.1","14.5","11.0","1.0","9.9","249.7","269.5","264.0","254.1","51.7",2012
"Ивановская область","556.5","521.5","35.0","68.5","64.2","6.3","5.4","29.4","15.2","21.2","26.8","2.0","1.1","23.1","25.5","24.1","21.5","4.7","1.9","10.3","5.3","7.4","9.4","0.7","5.7","120.5","133.0","125.7","112.1","24.5",2012
"Калужская область","550.6","527.0","23.6","70.4","67.4","4.3","5.4","26.2","22.9","21.0","21.7","2.7","0.6","21.7","24.2","23.2","23.7","6.6","1.3","6.2","5.4","5.0","5.1","0.6","3.2","114.4","127.5","122.3","124.9","34.8",2012
"Костромская область","352.5","335.7","16.8","70.0","66.7","4.8","6.6","32.4","16.1","21.7","21.9","1.3","0.9","22.2","24.9","23.5","23.8","4.7","1.1","5.4","2.7","3.6","3.7","0.2","3.0","74.5","83.6","78.9","79.9","15.8",2012
"Курская область","565.7","536.8","28.9","65.8","62.5","5.1","2.2","34.2","23.4","20.1","19.7","0.3","0.8","21.1","24.6","25.3","23.5","4.6","0.6","9.9","6.8","5.8","5.7","0.1","4.3","113.3","132.1","135.8","126.1","24.7",2012
